originZip,originCity,originState,originCountry,destZip,destCity,destState,destCountry,scac,carrierName,lane,miles,originLat,originLng,destLat,destLng,equipmentTypeDesc,equipmentTypeCode,shipmentDate,lineHaul,accessorials,tax,fuel,shipper,consignee,direction
75201,Dallas,TX,US,64120,Kansas City,MO,US,WERN,Werner Enterprises,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-01-04,953.94,0,56.28,171.71,Soylent Goods,Gekko Wholesale,inbound
80216,Denver,CO,US,33101,Miami,FL,US,PAMT,PAM Transport,US-CO-Denver-TO-Miami-FL-US-VN,1725,39.79,-104.97,25.78,-80.2,Dry Van,VN,2025-06-22,2530.01,440.44,171.29,455.4,Globex Industries,Cyberdyne Stores,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,SWFT,Swift Logistics,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-02-22,871.09,0,51.39,156.8,Globex Industries,Tyrell Depot,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,WERN,Werner Enterprises,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2025-07-26,3216.74,136.11,196.59,579.01,Initech Supply,Pied Piper Warehousing,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-12-09,5281.77,0,311.62,950.72,Stark Components,Gekko Wholesale,inbound
80216,Denver,CO,US,30303,Atlanta,GA,US,SCNN,Schneider National,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2025-12-25,3184.82,265.46,201.18,573.27,Globex Industries,Massive Dynamic,outbound
98108,Seattle,WA,US,07102,Newark,NJ,US,SWFT,Swift Logistics,US-WA-Seattle-TO-Newark-NJ-US-RF,2393,47.55,-122.31,40.74,-74.17,Reefer,RF,2026-02-06,7347.19,246.12,445.79,1322.49,Umbrella Foods,Tyrell Depot,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,PAMT,PAM Transport,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-06-02,769.57,0,45.4,138.52,Acme Manufacturing,Pied Piper Warehousing,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2026-05-26,3021.36,193.67,187.94,543.85,Initech Supply,Wonka Markets,inbound
75201,Dallas,TX,US,60601,Chicago,IL,US,USXP,US Xpress,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2026-04-10,1698.47,109.76,105.7,305.72,Globex Industries,Cyberdyne Stores,inbound
98108,Seattle,WA,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Phoenix-AZ-US-VN,1113,47.55,-122.31,33.43,-112.04,Dry Van,VN,2025-09-26,2778.04,0,163.9,500.05,Initech Supply,Cyberdyne Stores,third party
85034,Phoenix,AZ,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2026-04-29,1368.51,368.69,99.18,246.33,Soylent Goods,Vandelay Imports,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,SCNN,Schneider National,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2025-06-26,3064.09,208.94,191.23,551.54,Stark Components,Cyberdyne Stores,outbound
80216,Denver,CO,US,33101,Miami,FL,US,SWFT,Swift Logistics,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-07-26,3672.98,190.7,226.24,661.14,Globex Industries,Tyrell Depot,outbound
33101,Miami,FL,US,85034,Phoenix,AZ,US,PAMT,PAM Transport,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-12-07,6183.66,183.74,374.02,1113.06,Globex Industries,Massive Dynamic,third party
80216,Denver,CO,US,60601,Chicago,IL,US,SCNN,Schneider National,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-04-30,2501.47,457.71,170.47,450.27,Wayne Distribution,Vandelay Imports,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,JBHT,J.B. Hunt Freight,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2026-05-10,2574.44,0,151.89,463.4,Hooli Materials,Gekko Wholesale,intercompany
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-07-09,5240.08,0,309.16,943.21,Hooli Materials,Wonka Markets,inbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-12-19,3444.85,487.19,227.61,620.07,Acme Manufacturing,Cyberdyne Stores,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-09-06,4967.4,0,293.08,894.13,Initech Supply,Cyberdyne Stores,outbound
98108,Seattle,WA,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2026-01-27,2341.52,222.02,149.25,421.47,Umbrella Foods,Tyrell Depot,third party
75201,Dallas,TX,US,64120,Kansas City,MO,US,USXP,US Xpress,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-05-31,826,326.49,65.06,148.68,Hooli Materials,Wonka Markets,intercompany
80216,Denver,CO,US,60601,Chicago,IL,US,WERN,Werner Enterprises,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-05-22,2192.96,89.8,133.87,394.73,Globex Industries,Wonka Markets,intercompany
85034,Phoenix,AZ,US,75201,Dallas,TX,US,WERN,Werner Enterprises,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2025-08-27,1572.56,135.78,99.57,283.06,Umbrella Foods,Wonka Markets,outbound
85034,Phoenix,AZ,US,75201,Dallas,TX,US,USXP,US Xpress,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2025-11-20,1531.96,0,90.39,275.75,Wayne Distribution,Northwind Retail,third party
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-03-19,2865.34,0,169.06,515.76,Wayne Distribution,Northwind Retail,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,USXP,US Xpress,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2026-06-01,709.76,263.91,55.07,127.76,Initech Supply,Pied Piper Warehousing,third party
80216,Denver,CO,US,37210,Nashville,TN,US,CRST,CRST Carriers,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-11-06,2923.14,211.94,183.06,526.16,Hooli Materials,Tyrell Depot,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-05-06,1751.68,0,103.35,315.3,Hooli Materials,Northwind Retail,inbound
75201,Dallas,TX,US,60601,Chicago,IL,US,CRST,CRST Carriers,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2025-08-18,1909.76,238.64,124.61,343.76,Hooli Materials,Vandelay Imports,third party
80216,Denver,CO,US,33101,Miami,FL,US,USXP,US Xpress,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-09-09,4734.59,493.23,304,852.23,Initech Supply,Massive Dynamic,outbound
75201,Dallas,TX,US,64120,Kansas City,MO,US,KNXX,Knight Transportation,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-06-17,844.88,461.75,72.94,152.08,Hooli Materials,Northwind Retail,third party
98108,Seattle,WA,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2025-08-22,1578.65,466.27,116.45,284.16,Initech Supply,Northwind Retail,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-10-26,2476.67,492.07,170.73,445.8,Umbrella Foods,Vandelay Imports,outbound
43215,Columbus,OH,US,33101,Miami,FL,US,CRST,CRST Carriers,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-05-07,1811.38,0,106.87,326.05,Umbrella Foods,Tyrell Depot,intercompany
33101,Miami,FL,US,85034,Phoenix,AZ,US,CRST,CRST Carriers,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-11-30,5139.7,0,303.24,925.15,Hooli Materials,Tyrell Depot,intercompany
37210,Nashville,TN,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2026-02-02,3399.19,395.01,220.3,611.85,Globex Industries,Pied Piper Warehousing,third party
80216,Denver,CO,US,37210,Nashville,TN,US,WERN,Werner Enterprises,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-08-18,3163.34,0,186.64,569.4,Stark Components,Pied Piper Warehousing,inbound
64120,Kansas City,MO,US,75201,Dallas,TX,US,CRST,CRST Carriers,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-12-17,1501.08,275.82,102.35,270.19,Stark Components,Gekko Wholesale,inbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2026-02-04,5094.8,147.82,307.98,917.06,Stark Components,Wonka Markets,intercompany
75201,Dallas,TX,US,64120,Kansas City,MO,US,KNXX,Knight Transportation,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-02-05,900.47,0,53.13,162.08,Acme Manufacturing,Gekko Wholesale,third party
85034,Phoenix,AZ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2025-11-21,1595.3,192.72,103.76,287.15,Acme Manufacturing,Northwind Retail,intercompany
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-09-15,6001.82,243.4,366.28,1080.33,Hooli Materials,Wonka Markets,outbound
37210,Nashville,TN,US,85034,Phoenix,AZ,US,SCNN,Schneider National,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2025-07-05,4145.85,223.93,255.8,746.25,Stark Components,Cyberdyne Stores,third party
98108,Seattle,WA,US,90021,Los Angeles,CA,US,SWFT,Swift Logistics,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2025-06-30,2027.64,158.09,127.54,364.97,Globex Industries,Gekko Wholesale,outbound
80216,Denver,CO,US,33101,Miami,FL,US,KNXX,Knight Transportation,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-10-08,4222.96,0,249.15,760.13,Initech Supply,Northwind Retail,outbound
98108,Seattle,WA,US,85034,Phoenix,AZ,US,CRST,CRST Carriers,US-WA-Seattle-TO-Phoenix-AZ-US-VN,1113,47.55,-122.31,33.43,-112.04,Dry Van,VN,2026-06-08,2559.62,0,151.02,460.73,Acme Manufacturing,Pied Piper Warehousing,third party
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-11-22,2013.65,0,118.81,362.46,Soylent Goods,Cyberdyne Stores,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-11-20,4954.09,347.99,309.69,891.74,Umbrella Foods,Tyrell Depot,inbound
33101,Miami,FL,US,85034,Phoenix,AZ,US,USXP,US Xpress,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-11-25,5507.13,239.76,336.91,991.28,Wayne Distribution,Pied Piper Warehousing,inbound
80216,Denver,CO,US,33101,Miami,FL,US,PAMT,PAM Transport,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-08-07,6151.48,0,362.94,1107.27,Soylent Goods,Cyberdyne Stores,inbound
98108,Seattle,WA,US,07102,Newark,NJ,US,SWFT,Swift Logistics,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-06-03,5572.94,0,328.8,1003.13,Wayne Distribution,Pied Piper Warehousing,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-10-15,5217.36,0,307.82,939.12,Globex Industries,Tyrell Depot,third party
80216,Denver,CO,US,37210,Nashville,TN,US,USXP,US Xpress,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-09-17,1886.32,245.14,123.55,339.54,Soylent Goods,Massive Dynamic,third party
80216,Denver,CO,US,43215,Columbus,OH,US,CRST,CRST Carriers,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-09-08,1229.27,0,72.53,221.27,Hooli Materials,Tyrell Depot,intercompany
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-01-04,5931.92,0,349.98,1067.75,Globex Industries,Wonka Markets,third party
80216,Denver,CO,US,07102,Newark,NJ,US,WERN,Werner Enterprises,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2025-07-28,4710.91,55.49,280.72,847.96,Umbrella Foods,Pied Piper Warehousing,intercompany
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,SCNN,Schneider National,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2025-11-09,2907.93,150.41,179.09,523.43,Globex Industries,Gekko Wholesale,intercompany
80216,Denver,CO,US,07102,Newark,NJ,US,SCNN,Schneider National,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2025-10-10,4883.64,96.87,292.98,879.06,Soylent Goods,Cyberdyne Stores,inbound
64120,Kansas City,MO,US,75201,Dallas,TX,US,USXP,US Xpress,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2026-01-16,1094.73,77.65,68.47,197.05,Soylent Goods,Wonka Markets,outbound
07102,Newark,NJ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2026-03-23,3305.48,0,195.02,594.99,Wayne Distribution,Cyberdyne Stores,intercompany
37210,Nashville,TN,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2025-11-29,3420.93,350.72,219.37,615.77,Acme Manufacturing,Gekko Wholesale,third party
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2026-06-07,2831.64,169.54,175.54,509.7,Initech Supply,Cyberdyne Stores,intercompany
33101,Miami,FL,US,85034,Phoenix,AZ,US,PAMT,PAM Transport,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-12-10,5775.8,0,340.77,1039.64,Stark Components,Cyberdyne Stores,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-09-08,1068.48,99.59,68.02,192.33,Globex Industries,Cyberdyne Stores,outbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,USXP,US Xpress,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-01-17,7307.7,342.53,448.28,1315.39,Initech Supply,Cyberdyne Stores,outbound
07102,Newark,NJ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-04-07,4090.2,0,241.32,736.24,Stark Components,Pied Piper Warehousing,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-03-23,3798.59,0,224.12,683.75,Stark Components,Pied Piper Warehousing,inbound
98108,Seattle,WA,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-06-10,5090.05,472.61,323.94,916.21,Umbrella Foods,Gekko Wholesale,inbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-10-12,1986.83,0,117.22,357.63,Hooli Materials,Cyberdyne Stores,third party
90021,Los Angeles,CA,US,80216,Denver,CO,US,WERN,Werner Enterprises,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2026-02-28,2013.1,250.83,131.31,362.36,Globex Industries,Cyberdyne Stores,inbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-06-22,5920.68,273.43,362.99,1065.72,Hooli Materials,Northwind Retail,third party
80216,Denver,CO,US,07102,Newark,NJ,US,PAMT,PAM Transport,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2025-11-17,4764.24,387.22,300.45,857.56,Umbrella Foods,Pied Piper Warehousing,inbound
07102,Newark,NJ,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2025-08-01,3445.17,328.1,219.67,620.13,Initech Supply,Wonka Markets,inbound
80216,Denver,CO,US,30303,Atlanta,GA,US,PAMT,PAM Transport,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2025-08-26,3483.49,0,205.53,627.03,Acme Manufacturing,Wonka Markets,third party
80216,Denver,CO,US,60601,Chicago,IL,US,USXP,US Xpress,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-05-08,2482.62,0,146.47,446.87,Hooli Materials,Tyrell Depot,inbound
98108,Seattle,WA,US,85034,Phoenix,AZ,US,PAMT,PAM Transport,US-WA-Seattle-TO-Phoenix-AZ-US-VN,1113,47.55,-122.31,33.43,-112.04,Dry Van,VN,2026-05-24,2601.94,0,153.51,468.35,Initech Supply,Northwind Retail,intercompany
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-08-11,2356.93,192.64,148.69,424.25,Initech Supply,Massive Dynamic,inbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-05-11,5947.28,403.3,371.05,1070.51,Wayne Distribution,Pied Piper Warehousing,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2026-06-14,1460.17,215.08,96.9,262.83,Stark Components,Massive Dynamic,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2026-04-29,2899.61,0,171.08,521.93,Initech Supply,Northwind Retail,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,WERN,Werner Enterprises,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2026-02-16,5250.14,314.54,325.49,945.03,Soylent Goods,Tyrell Depot,outbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-03-20,6323.34,245.99,385.38,1138.2,Soylent Goods,Wonka Markets,third party
37210,Nashville,TN,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2026-06-10,3776,84.39,227,679.68,Globex Industries,Vandelay Imports,inbound
07102,Newark,NJ,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-06-06,4301.74,0,253.8,774.31,Stark Components,Gekko Wholesale,third party
43215,Columbus,OH,US,33101,Miami,FL,US,PAMT,PAM Transport,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-05-02,1888.74,368.62,129.87,339.97,Umbrella Foods,Pied Piper Warehousing,inbound
80216,Denver,CO,US,07102,Newark,NJ,US,USXP,US Xpress,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2025-11-28,2444.91,0,144.25,440.08,Initech Supply,Tyrell Depot,outbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2026-04-19,6164.17,0,363.69,1109.55,Wayne Distribution,Massive Dynamic,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-04-11,1680.46,196.64,108.98,302.48,Acme Manufacturing,Massive Dynamic,outbound
80216,Denver,CO,US,30303,Atlanta,GA,US,USXP,US Xpress,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2025-11-02,4658.93,0,274.88,838.61,Acme Manufacturing,Wonka Markets,inbound
80216,Denver,CO,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2026-05-31,3927.41,493.52,256.39,706.93,Globex Industries,Wonka Markets,outbound
37210,Nashville,TN,US,60601,Chicago,IL,US,PAMT,PAM Transport,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2026-06-08,654.01,182.51,47.71,117.72,Umbrella Foods,Gekko Wholesale,third party
80216,Denver,CO,US,43215,Columbus,OH,US,WERN,Werner Enterprises,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2025-08-25,2204.95,70.21,133.6,396.89,Hooli Materials,Massive Dynamic,third party
90021,Los Angeles,CA,US,80216,Denver,CO,US,PAMT,PAM Transport,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2026-05-19,1696.92,0,100.12,305.45,Initech Supply,Pied Piper Warehousing,third party
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2025-12-13,4383.18,282.01,272.71,788.97,Umbrella Foods,Cyberdyne Stores,third party
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-10-28,3530.94,0,208.33,635.57,Hooli Materials,Pied Piper Warehousing,outbound
75201,Dallas,TX,US,64120,Kansas City,MO,US,KNXX,Knight Transportation,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2025-11-01,824.37,201.58,58.72,148.39,Stark Components,Pied Piper Warehousing,intercompany
80216,Denver,CO,US,60601,Chicago,IL,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2025-11-04,2489.86,358.48,164.83,448.17,Initech Supply,Cyberdyne Stores,inbound
98108,Seattle,WA,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Newark-NJ-US-RF,2393,47.55,-122.31,40.74,-74.17,Reefer,RF,2025-09-17,7160.23,0,422.45,1288.84,Soylent Goods,Wonka Markets,inbound
